date,time,abbreviation_canton,tests_performed,total_positive_cases,new_hosp,total_hospitalized,intensive_care,ncumul_vent,released,deaths,source,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,ncumul_confirmed_non_resident,current_hosp_non_resident,current_hosp_resident,TotalPosTests1,ninst_ICU_intub,lat,long,name_canton,number_canton,new_positive_cases,new_deaths,total_currently_positive_per_100k,deaths_per_100k
2020-02-23,03:00,GE,273,,0,,,,,,https://www.ge.ch/document/21502/telecharger,4.0,,,,,,,,,,46.220528,6.132935,Genève,25,0,0,,
2020-02-24,03:00,GE,302,,0,,,,,,https://www.ge.ch/document/21502/telecharger,6.0,,,,,,,,,,46.220528,6.132935,Genève,25,0,0,,
2020-02-25,03:00,GE,375,0,0,0,0,0.0,,0,https://www.ge.ch/document/21502/telecharger,7.0,,,,0.0,,,,,,46.220528,6.132935,Genève,25,0,0,0.0,0.0
2020-02-25,03:00,TI,,0,0,0,0,0.0,0,0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,0,0,0.0,0.0
2020-02-26,03:00,GE,479,1,1,1,0,0.0,,0,https://www.ge.ch/document/21502/telecharger,0.0,,,,0.0,,,,,,46.220528,6.132935,Genève,25,1,0,0.2,0.0
2020-02-26,03:00,GR,,2,0,0,0,0.0,,0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,0,0,1.01,0.0
2020-02-26,03:00,TI,,1,0,0,0,0.0,0,0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,1,0,0.28,0.0
2020-02-27,19:17,BS,,1,0,,,,,,https://www.coronavirus.bs.ch/nm/2020-coronavirus-erster-positiver-fall-in-basel-stadt-zweiter-positiv-getesteter-ausserkantonaler-fall-gd.html,,,,,,1.0,,,,,47.564869,7.615259,Basel-Stadt,12,0,0,0.52,
2020-02-27,03:00,FL,3,,0,,,,,,https://www.regierung.li/media/attachments/83-verdachtsfaelle-negativ-getestet.pdf?t=637202562374055719,,,,,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,0,0,,
2020-02-27,03:00,GE,630,1,0,1,0,0.0,,0,https://www.ge.ch/document/21502/telecharger,1.0,,,,0.0,,,,,,46.220528,6.132935,Genève,25,0,0,0.2,0.0
2020-02-27,03:00,GR,,2,0,0,0,0.0,,0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,0,0,1.01,0.0
2020-02-27,03:00,JU,,1,0,1,0,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,0,0,1.36,0.0
2020-02-27,03:00,TI,,1,0,0,0,0.0,0,0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,0,0,0.28,0.0
2020-02-27,14:30,ZH,,2,0,,,,,,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,0,0,0.13,
2020-02-28,15:00,AG,,1,0,,,,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/20200228_KFS_20200106_Coronavirus_Lagebulletin_AG_Unterschrieben.pdf,,,,,,,,,,,47.40966,8.15688,Aargau,01,0,0,0.15,
2020-02-28,03:00,BE,,1,0,,,,,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen/suche.archiv.meldungNeu.html/portal/de/meldungen/mm/2020/02/20200229_0936_corona.html,,,,,,,,,,,46.823608,7.636667,Bern/Berne,02,0,0,0.1,
2020-02-28,03:00,BL,,1,0,,,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,0,0,0.35,
2020-02-28,10:15,BS,,1,0,,,,,,https://twitter.com/BR_Sprecher/status/1233316679863631873?s=20,,,,,,1.0,,,,,47.564869,7.615259,Basel-Stadt,12,0,0,0.52,
2020-02-28,03:00,GE,840,5,1,2,0,0.0,,0,https://www.ge.ch/document/21502/telecharger,1.0,,,,0.0,,,,,,46.220528,6.132935,Genève,25,4,0,1.01,0.0
2020-02-28,03:00,GR,,6,0,0,0,0.0,,0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,4,0,3.03,0.0
2020-02-28,03:00,JU,,1,0,1,0,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,0,0,1.36,0.0
2020-02-28,03:00,TI,,1,0,0,0,0.0,0,0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,0,0,0.28,0.0
2020-02-28,03:00,VD,,,0,4,,,,,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,0,0,,
2020-02-28,03:00,VS,,1,0,6,0,0.0,0,0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,0,0,0.29,0.0
2020-02-28,14:30,ZH,,2,0,,,,,,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,0,0,0.13,
2020-02-29,03:00,BL,,2,0,1,0,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,1,0,0.7,
2020-02-29,15:23,BS,,1,0,,,,,,https://twitter.com/BAG_OFSP_UFSP/status/1233759578241863681?s=20,,,,,,1.0,,,,,47.564869,7.615259,Basel-Stadt,12,0,0,0.52,
2020-02-29,03:00,GE,981,9,1,3,0,0.0,,0,https://www.ge.ch/document/21502/telecharger,1.0,,,,0.0,,,,,,46.220528,6.132935,Genève,25,4,0,1.82,0.0
2020-02-29,03:00,GR,,6,0,0,0,0.0,,0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,0,0,3.03,0.0
2020-02-29,03:00,JU,,1,0,1,0,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,0,0,1.36,0.0
2020-02-29,03:00,TI,,2,0,0,0,0.0,0,0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,1,0,0.57,0.0
2020-02-29,03:00,VD,,,0,4,,,,,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,0,0,,
2020-02-29,03:00,VS,,1,0,6,0,0.0,0,0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,0,0,0.29,0.0
2020-02-29,08:00,ZG,,0,0,0,0,,,0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,,,,,,,,,,,47.157296,8.537294,Zug,09,0,0,0.0,0.0
2020-02-29,14:30,ZH,,6,0,,,,,,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,4,0,0.4,
2020-03-01,03:00,BE,,2,0,,,,,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen/suche.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200302_1522_zweiter_bestaetigtercorona-fallinbiel,,,,,,,,,,,46.823608,7.636667,Bern/Berne,02,1,0,0.19,
2020-03-01,03:00,BL,,2,0,1,0,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,0,0,0.7,
2020-03-01,17:29,BS,,1,0,,,,,,https://www.coronavirus.bs.ch/nm/2020-coronavirus-anzahl-der-getesteten-faelle-und-zwischenstand-kita-riehen-gd.html,,,,,,1.0,,,,,47.564869,7.615259,Basel-Stadt,12,0,0,0.52,
2020-03-01,03:00,FL,3,0,0,,,,0,0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,0,0,0.0,0.0
2020-03-01,03:00,FR,30,1,0,,,,,,https://www.fr.ch/sites/default/files/2020-03/200301_commd_dsas_covid_cas_fr.pdf,,,,,,,,,,,46.718391,7.074008,Fribourg,10,0,0,0.32,
2020-03-01,03:00,GE,1083,10,0,3,0,0.0,,0,https://www.ge.ch/document/21502/telecharger,1.0,,,,0.0,,,,,,46.220528,6.132935,Genève,25,1,0,2.02,0.0
2020-03-01,03:00,GR,,6,0,0,0,0.0,,0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,0,0,3.03,0.0
2020-03-01,03:00,JU,,1,0,1,0,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,0,0,1.36,0.0
2020-03-01,03:00,NE,,1,0,,,,,,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,46.995534,6.780126,Neuchâtel,24,0,0,0.56,
2020-03-01,03:00,TI,,2,0,0,0,0.0,0,0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,0,0,0.57,0.0
2020-03-01,03:00,VD,,,0,4,,,,,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,0,0,,
2020-03-01,03:00,VS,,2,1,7,0,0.0,0,0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,1,0,0.59,0.0
2020-03-01,08:00,ZG,,0,0,0,0,,0,0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,0.0,0.0,,0.0,,,,,,,47.157296,8.537294,Zug,09,0,0,0.0,0.0
2020-03-01,14:30,ZH,,7,0,,,,,,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,1,0,0.47,
2020-03-02,18:00,AG,,2,0,,,,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/200302_KFS_Coronavirus_Lagebulletin_2.pdf,,,,,,,,,,,47.40966,8.15688,Aargau,01,1,0,0.3,
2020-03-02,03:00,BE,,4,0,,,,,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen/suche.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200303_1333_mann_in_spital_interlakenpositivgetestet,,,,,,,,,,,46.823608,7.636667,Bern/Berne,02,2,0,0.39,
2020-03-02,03:00,BL,,2,0,1,0,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,0,0,0.7,
2020-03-02,17:15,BS,235,1,0,,,,,,https://www.coronavirus.bs.ch/nm/2020-coronavirus-zwei-neue-positive-faelle-in-basel-stadt-gd.html,,,,,,3.0,,,,,47.564869,7.615259,Basel-Stadt,12,0,0,0.52,
2020-03-02,03:00,FL,3,0,0,,,,0,0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,0,0,0.0,0.0
2020-03-02,03:00,FR,30,2,0,,,,,,https://www.fr.ch/sites/default/files/2020-03/200302_CommD_DSAS_covid_cas%20FR.pdf,,,,,,,,,,,46.718391,7.074008,Fribourg,10,1,0,0.63,
2020-03-02,03:00,GE,1171,11,0,3,0,0.0,,0,https://www.ge.ch/document/21502/telecharger,1.0,,,,0.0,,,,,,46.220528,6.132935,Genève,25,1,0,2.22,0.0
2020-03-02,03:00,GR,,9,0,0,0,0.0,,0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,3,0,4.55,0.0
2020-03-02,03:00,JU,,1,0,1,0,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,0,0,1.36,0.0
2020-03-02,03:00,NE,,1,0,1,,,,,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,46.995534,6.780126,Neuchâtel,24,0,0,0.56,
2020-03-02,03:00,SG,,0,0,,,,,,https://www.sg.ch/news/sgch_allgemein/2020/03/zwei-personen-in-quarantaene---kein-bestaetigter-fall.html,,,,,,,,,,,47.1832,9.274744,St. Gallen,17,0,0,0.0,
2020-03-02,03:00,TI,,4,0,0,0,0.0,0,0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,6.0,,46.295617,8.808924,Ticino,21,2,0,1.13,0.0
2020-03-02,03:00,VD,,,2,6,,,,,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,0,0,,
2020-03-02,03:00,VS,,3,3,10,0,0.0,0,0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,1,0,0.88,0.0
2020-03-02,08:00,ZG,,0,0,0,0,,0,0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,2.0,2.0,,2.0,,,,,,,47.157296,8.537294,Zug,09,0,0,0.0,0.0
2020-03-02,14:30,ZH,,10,0,,,,,,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,3,0,0.66,
2020-03-03,15:00,AG,,6,0,,,,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200303_KFS_Coronavirus_Lagebulletin_3.pdf,,,,,,,,,,,47.40966,8.15688,Aargau,01,4,0,0.89,
2020-03-03,03:00,BL,,2,0,1,0,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,0,0,0.7,
2020-03-03,17:30,BS,235,3,0,,,,,,https://twitter.com/BAG_OFSP_UFSP/status/1234880556095213569?s=20,,,,,,3.0,,,,,47.564869,7.615259,Basel-Stadt,12,2,0,1.55,
2020-03-03,03:00,FL,14,1,0,,,,0,0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,1,0,2.59,0.0
2020-03-03,03:00,GE,1278,14,1,4,0,0.0,,0,https://www.ge.ch/document/21502/telecharger,3.0,,,,0.0,,,,,,46.220528,6.132935,Genève,25,3,0,2.83,0.0
2020-03-03,03:00,GR,,9,0,0,0,0.0,,0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,0,0,4.55,0.0
2020-03-03,03:00,JU,,2,0,1,0,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,1,0,2.73,0.0
2020-03-03,03:00,NE,,1,0,1,,,,,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,46.995534,6.780126,Neuchâtel,24,0,0,0.56,
2020-03-03,03:00,SZ,1,1,0,,,,,,https://www.sz.ch/public/upload/assets/45351/MM_Coronavirus_4_3_2020.pdf,,,,,,,,,,,47.061787,8.756585,Schwyz,05,0,0,0.64,
2020-03-03,03:00,TI,,8,0,0,0,0.0,0,0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,4,0,2.26,0.0
2020-03-03,03:00,VD,,,2,8,,,,,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,0,0,,
2020-03-03,03:00,VS,,3,2,12,0,0.0,0,0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,0,0,0.88,0.0
2020-03-03,08:00,ZG,,1,0,0,0,,0,0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,2.0,2.0,,2.0,,,,,,,47.157296,8.537294,Zug,09,1,0,0.8,0.0
2020-03-03,14:30,ZH,,13,0,,,,,,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,3,0,0.86,
2020-03-04,15:00,AG,,7,0,,,,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200304_KFS_Coronavirus_Lagebulletin_4.pdf,,,,,,,,,,,47.40966,8.15688,Aargau,01,1,0,1.04,
2020-03-04,03:00,BE,,6,0,,,,,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen/suche.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200304_1443_corona-4-3-2020,,,,,,,,,,,46.823608,7.636667,Bern/Berne,02,2,0,0.58,
2020-03-04,03:00,BL,,2,0,1,0,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,0,0,0.7,
