,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,TotalPosTests1,ninst_ICU_intub,ncumul_confirmed_non_resident,current_hosp_non_resident,diff_tested,current_hosp_resident,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
1390,2020-08-24 21:05:30,2020-04-27 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,75,75,0,0,,199.47,0.0,1,0,0,,,,,,,,,,,,,4,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,30.725836,0.0
1417,2020-08-24 21:05:30,2020-04-28 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,78,78,1,1,,207.45,0.0,1,0,0,,,,,,,,,,,,,3,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,22.798463,0.0
1444,2020-08-24 21:05:30,2020-04-29 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,78,78,1,2,,207.45,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,22.798463,0.0
1471,2020-08-24 21:05:30,2020-04-30 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,78,78,-2,0,,207.45,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,25.260259,0.0
1498,2020-08-24 21:05:30,2020-05-01 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,78,78,0,0,,207.45,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,36.858179,0.0
1573,2020-08-24 21:05:30,2020-05-04 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,1,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,66.70041,0.0
1600,2020-08-24 21:05:30,2020-05-05 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,272.056589,0.0
1627,2020-08-24 21:05:30,2020-05-06 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,272.056589,0.0
1653,2020-08-24 21:05:30,2020-05-07 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,272.056589,0.0
1679,2020-08-24 21:05:30,2020-05-08 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,272.056589,0.0
1750,2020-08-24 21:05:30,2020-05-11 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
1777,2020-08-24 21:05:30,2020-05-12 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
1802,2020-08-24 21:05:30,2020-05-13 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
1828,2020-08-24 21:05:30,2020-05-14 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
1854,2020-08-24 21:05:30,2020-05-15 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
1920,2020-08-24 21:05:30,2020-05-18 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,79,79,0,0,,210.11,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
1945,2020-08-24 21:05:30,2020-05-19 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,80,80,0,0,,212.77,0.0,1,0,0,,,,,,,,,,,,,1,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,275.522371,0.0
1972,2020-08-24 21:05:30,2020-05-20 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,2,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,92.986483,0.0
2083,2020-08-24 21:05:30,2020-05-25 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,92.986483,0.0
2108,2020-08-24 21:05:30,2020-05-26 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,92.986483,0.0
2135,2020-08-24 21:05:30,2020-05-27 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,92.986483,0.0
2161,2020-08-24 21:05:30,2020-05-28 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,140.355173,0.0
2188,2020-08-24 21:05:30,2020-05-29 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2272,2020-08-24 21:05:30,2020-06-02 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2298,2020-08-24 21:05:30,2020-06-03 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2323,2020-08-24 21:05:30,2020-06-04 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2347,2020-08-24 21:05:30,2020-06-05 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2408,2020-08-24 21:05:30,2020-06-08 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2433,2020-08-24 21:05:30,2020-06-09 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2457,2020-08-24 21:05:30,2020-06-10 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2563,2020-08-24 21:05:30,2020-06-15 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2588,2020-08-24 21:05:30,2020-06-16 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2612,2020-08-24 21:05:30,2020-06-17 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2636,2020-08-24 21:05:30,2020-06-18 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2661,2020-08-24 21:05:30,2020-06-19 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2723,2020-08-24 21:05:30,2020-06-22 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2748,2020-08-24 21:05:30,2020-06-23 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2773,2020-08-24 21:05:30,2020-06-24 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2798,2020-08-24 21:05:30,2020-06-25 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2824,2020-08-24 21:05:30,2020-06-26 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,82,82,0,0,,218.09,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,0.0
2888,2020-08-24 21:05:30,2020-06-29 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,83,83,0,0,,220.74,0.0,1,0,0,,,,,,,,,,,,,1,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,285.919711,0.0
2914,2020-08-24 21:05:30,2020-06-30 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,83,83,0,0,,220.74,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,285.919711,0.0
2941,2020-08-24 21:05:30,2020-07-01 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,83,83,0,0,,220.74,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,285.919711,0.0
2967,2020-08-24 21:05:30,2020-07-02 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,83,83,0,0,,220.74,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,285.919711,0.0
2993,2020-08-24 21:05:30,2020-07-03 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,83,83,0,0,,220.74,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,285.919711,0.0
3058,2020-08-24 21:05:30,2020-07-06 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,84,84,0,0,,223.4,0.0,1,0,0,,,,,,,,,,,,,1,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,289.385489,0.0
3083,2020-08-24 21:05:30,2020-07-07 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,84,84,0,0,,223.4,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,289.385489,0.0
3109,2020-08-24 21:05:30,2020-07-08 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,84,84,0,0,,223.4,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,289.385489,0.0
3134,2020-08-24 21:05:30,2020-07-09 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,87,87,0,0,,231.38,0.0,1,0,0,,,,,,,,,,,,,3,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,73.633295,0.0
3161,2020-08-24 21:05:30,2020-07-10 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,87,87,0,0,,231.38,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,73.633295,0.0
3222,2020-08-24 21:05:30,2020-07-13 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,88,88,0,0,,234.04,0.0,1,0,0,,,,,,,,,,,,,1,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,74.499887,0.0
3249,2020-08-24 21:05:30,2020-07-14 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,88,88,0,0,,234.04,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,74.499887,0.0
3274,2020-08-24 21:05:30,2020-07-15 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,88,88,0,0,,234.04,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,74.499887,0.0
3300,2020-08-24 21:05:30,2020-07-16 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,88,88,0,0,,234.04,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,303.248591,0.0
3327,2020-08-24 21:05:30,2020-07-17 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,88,88,0,0,,234.04,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,303.248591,0.0
3388,2020-08-24 21:05:30,2020-07-20 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,89,89,0,0,,236.7,0.0,1,0,0,,,,,,,,,,,,,1,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,306.714364,0.0
3415,2020-08-24 21:05:30,2020-07-21 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,90,90,0,0,,239.36,0.0,1,0,0,,,,,,,,,,,,,1,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,154.218757,0.0
3440,2020-08-24 21:05:30,2020-07-22 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,90,90,0,0,,239.36,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,154.218757,0.0
3466,2020-08-24 21:05:30,2020-07-23 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,90,90,0,0,,239.36,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,154.218757,0.0
3493,2020-08-24 21:05:30,2020-07-24 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,90,90,0,0,,239.36,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,154.218757,0.0
3555,2020-08-24 21:05:30,2020-07-27 01:00:00,6,OW,Obwalden,06,46.804527,8.144317000000001,90,90,0,0,,239.36,0.0,1,0,0,,,,,,,,,,,,,0,0,https://www.ow.ch/dl.php/de/5f43bb160020c/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,310.180136,0.0
