,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,TotalPosTests1,ninst_ICU_intub,ncumul_confirmed_non_resident,current_hosp_non_resident,diff_tested,current_hosp_resident,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
714,2020-08-25 01:05:59,2020-04-01 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,44,44,-8,10,3,54.05,1.229,,0,1,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,20.00174,0.0
741,2020-08-25 01:05:59,2020-04-02 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,47,47,8,18,3,57.74,1.229,,0,1,,,,,,,,,,,,,3,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,21.490517,0.0
768,2020-08-25 01:05:59,2020-04-03 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,47,47,-9,9,3,57.74,1.229,,0,1,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,25.375964,0.0
793,2020-08-25 01:05:59,2020-04-04 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,47,47,3,12,3,57.74,1.229,,0,1,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,30.812571,0.0
817,2020-08-25 01:05:59,2020-04-05 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,49,49,0,12,3,60.2,1.229,,0,1,,,,,,,,,,,,,2,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,32.200265,
844,2020-08-25 01:05:59,2020-04-06 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,50,50,3,15,3,61.43,1.229,,0,1,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,27.111355,
871,2020-08-25 01:05:59,2020-04-07 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,50,50,-1,14,3,61.43,1.229,,0,1,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,56.011528,
898,2020-08-25 01:05:59,2020-04-08 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,50,50,1,15,2,61.43,1.229,,0,1,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,56.011528,
925,2020-08-25 01:05:59,2020-04-09 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,52,52,2,17,2,63.88,1.229,,0,1,,,,,,,,,,,,,2,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,34.281593,
950,2020-08-25 01:05:59,2020-04-10 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,53,53,-4,13,2,65.11,1.229,,0,1,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,44.165472,
976,2020-08-25 01:05:59,2020-04-11 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,55,55,0,13,2,67.57,1.229,,0,1,,,,,,,,,,,,,2,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,36.362704,
1000,2020-08-25 01:05:59,2020-04-12 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,57,57,3,16,2,70.02,1.229,,0,1,,,,,,,,,,,,,2,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,26.450293,
1026,2020-08-25 01:05:59,2020-04-13 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,57,57,0,16,2,70.02,1.229,,0,1,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,26.450293,
1053,2020-08-25 01:05:59,2020-04-14 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,57,57,-6,10,2,70.02,1.229,,0,1,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,37.75001,
1080,2020-08-25 01:05:59,2020-04-15 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,59,59,1,11,2,72.48,1.229,,0,1,,,,,,,,,,,,,2,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,32.315901,
1107,2020-08-25 01:05:59,2020-04-16 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,60,60,-1,10,2,73.71,1.229,,0,1,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,39.830836,
1134,2020-08-25 01:05:59,2020-04-17 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,60,60,-2,8,2,73.71,1.229,,0,1,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,67.567037,
1158,2020-08-25 01:05:59,2020-04-18 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,61,61,3,11,4,74.94,1.229,,0,1,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,51.100018,
1183,2020-08-25 01:05:59,2020-04-19 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,62,62,-5,6,2,76.17,1.229,,0,1,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,41.217976,
1210,2020-08-25 01:05:59,2020-04-20 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,63,63,0,6,2,77.4,1.229,,0,1,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,52.833529,
1237,2020-08-25 01:05:59,2020-04-21 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,63,63,4,10,2,77.4,2.457,,0,2,,,,,,,,,,,,,0,1,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,71.033495,5.0
1264,2020-08-25 01:05:59,2020-04-22 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,63,63,0,10,2,77.4,3.686,,0,3,,,,,,,,,,,,,0,1,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,71.033495,3.154649
1291,2020-08-25 01:05:59,2020-04-23 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,65,65,-2,8,2,79.85,3.686,,0,3,,,,,,,,,,,,,2,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,54.566998,3.154649
1318,2020-08-25 01:05:59,2020-04-24 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,70,70,-4,4,1,86.0,3.686,,0,3,,,,,,,,,,,,,5,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,28.557279,3.154649
1342,2020-08-25 01:05:59,2020-04-25 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,71,71,2,6,1,87.22,6.143,,0,5,,,,,,,,,,,,,1,2,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,28.99102,2.153383
1365,2020-08-25 01:05:59,2020-04-26 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,72,72,3,9,2,88.45,6.143,,0,5,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,25.954465,3.782354
1392,2020-08-25 01:05:59,2020-04-27 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,73,73,3,12,3,89.68,6.143,,0,5,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,23.52447,6.784577
1419,2020-08-25 01:05:59,2020-04-28 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,74,74,-2,10,2,90.91,7.371,,0,6,,,,,,,,,,,,,1,1,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,26.725741,5.0
1446,2020-08-25 01:05:59,2020-04-29 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,74,74,2,12,2,90.91,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,62.367198,5.0
1473,2020-08-25 01:05:59,2020-04-30 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,75,75,-4,8,2,92.14,7.371,,0,6,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,63.233852,19.00892
1500,2020-08-25 01:05:59,2020-05-01 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,75,75,-1,7,2,92.14,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,84.89874,19.00892
1524,2020-08-25 01:05:59,2020-05-02 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,75,75,0,7,2,92.14,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,128.224422,19.00892
1548,2020-08-25 01:05:59,2020-05-03 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,75,75,-1,6,2,92.14,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,258.193448,
1575,2020-08-25 01:05:59,2020-05-04 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,75,75,-2,4,2,92.14,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,258.193448,
1602,2020-08-25 01:05:59,2020-05-05 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,75,75,2,6,4,92.14,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
1629,2020-08-25 01:05:59,2020-05-06 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,75,75,-1,5,4,92.14,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
1655,2020-08-25 01:05:59,2020-05-07 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,76,76,2,7,4,93.37,7.371,,0,6,,,,,,,,,,,,,1,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,261.659235,
1681,2020-08-25 01:05:59,2020-05-08 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,76,76,-3,4,3,93.37,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,261.659235,
1705,2020-08-25 01:05:59,2020-05-09 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,76,76,1,5,3,93.37,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,261.659235,
1727,2020-08-25 01:05:59,2020-05-10 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,1,6,3,95.82,7.371,,0,6,,,,,,,,,,,,,2,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,88.364938,
1752,2020-08-25 01:05:59,2020-05-11 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,-2,4,3,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,88.364938,
1779,2020-08-25 01:05:59,2020-05-12 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,4,8,3,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,133.42333,
1804,2020-08-25 01:05:59,2020-05-13 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,-2,6,3,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,133.42333,
1830,2020-08-25 01:05:59,2020-05-14 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,6,3,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,133.42333,
1856,2020-08-25 01:05:59,2020-05-15 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,6,3,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
1877,2020-08-25 01:05:59,2020-05-16 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,6,3,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
1897,2020-08-25 01:05:59,2020-05-17 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,6,3,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
1922,2020-08-25 01:05:59,2020-05-18 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,5,3,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
1947,2020-08-25 01:05:59,2020-05-19 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,3,8,2,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
1974,2020-08-25 01:05:59,2020-05-20 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,-1,7,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
1996,2020-08-25 01:05:59,2020-05-21 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,7,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2020,2020-08-25 01:05:59,2020-05-22 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,5,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2085,2020-08-25 01:05:59,2020-05-25 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,5,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2110,2020-08-25 01:05:59,2020-05-26 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,3,8,2,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2137,2020-08-25 01:05:59,2020-05-27 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,-2,6,2,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2163,2020-08-25 01:05:59,2020-05-28 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,2,8,2,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2190,2020-08-25 01:05:59,2020-05-29 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,-3,5,2,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2273,2020-08-25 01:05:59,2020-06-02 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,4,9,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2300,2020-08-25 01:05:59,2020-06-03 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,-5,4,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2324,2020-08-25 01:05:59,2020-06-04 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,4,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2348,2020-08-25 01:05:59,2020-06-05 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,1,5,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,,
2367,2020-08-25 01:05:59,2020-06-06 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,5,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/1acc2731-bef1-4768-819f-cb89b3997512,,
2386,2020-08-25 01:05:59,2020-06-07 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,78,78,0,5,1,95.82,7.371,,0,6,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/1acc2731-bef1-4768-819f-cb89b3997512,,
2410,2020-08-25 01:05:59,2020-06-08 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,79,79,0,5,1,97.05,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,272.056589,22.482781
2434,2020-08-25 01:05:59,2020-06-09 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,79,79,2,7,1,97.05,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,272.056589,22.482781
2459,2020-08-25 01:05:59,2020-06-10 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,79,79,-4,3,1,97.05,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,272.056589,22.482781
2480,2020-08-25 01:05:59,2020-06-11 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,79,79,-2,1,0,97.05,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,272.056589,22.482781
2502,2020-08-25 01:05:59,2020-06-12 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,79,79,3,4,0,97.05,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,272.056589,22.482781
2521,2020-08-25 01:05:59,2020-06-13 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,79,79,0,4,0,97.05,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/1acc2731-bef1-4768-819f-cb89b3997512,,
2541,2020-08-25 01:05:59,2020-06-14 01:00:00,,SH,Schaffhausen,14,47.71357,8.59167,79,79,0,4,0,97.05,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/1acc2731-bef1-4768-819f-cb89b3997512,,
2565,2020-08-25 01:05:59,2020-06-15 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,81,81,0,1,0,99.51,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,138.622216,
2589,2020-08-25 01:05:59,2020-06-16 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,81,81,1,2,0,99.51,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,138.622216,
2614,2020-08-25 01:05:59,2020-06-17 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,81,81,-1,1,0,99.51,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,138.622216,
2637,2020-08-25 01:05:59,2020-06-18 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,81,81,1,2,0,99.51,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,138.622216,
2662,2020-08-25 01:05:59,2020-06-19 07:30:00,,SH,Schaffhausen,14,47.71357,8.59167,81,81,0,2,0,99.51,8.6,,0,7,,,,,,,,,,,,,0,0,https://sh.ch/CMS/get/file/2f51bd36-7650-454b-9fec-2ebe41e47576,138.622216,
