,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,TotalPosTests1,ninst_ICU_intub,ncumul_ICF,ncumul_confirmed_non_resident,current_hosp_non_resident,current_hosp_resident,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
1200,2020-09-04 20:07:03,2020-04-20 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,989,989,1,62,11,313.87,22.85,113,0,72,,,,,,,,,,,,9,1,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,32.859028,25.954465
1227,2020-09-04 20:07:03,2020-04-21 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,995,995,-2,60,8,315.77,23.485,115,0,74,,,,,,,,,,,,6,2,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,37.426838,26.725741
1254,2020-09-04 20:07:03,2020-04-22 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1006,1006,-3,57,5,319.26,24.119,116,0,76,,,,,,,,,,,,11,2,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,44.119846,27.496954
1281,2020-09-04 20:07:03,2020-04-23 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1014,1014,0,57,5,321.8,24.119,118,0,76,,,,,,,,,,,,8,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,58.840746,35.867219
1308,2020-09-04 20:07:03,2020-04-24 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1021,1021,-2,55,8,324.02,24.119,119,0,76,,,,,,,,,,,,7,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,84.560572,50.926665
1333,2020-09-04 20:07:03,2020-04-25 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1029,1029,-1,54,7,326.56,24.119,119,0,76,,,,,,,,,,,,8,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,87.411738,64.1005
1356,2020-09-04 20:07:03,2020-04-26 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1033,1033,0,54,5,327.83,24.437,120,0,77,,,,,,,,,,,,4,1,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,92.469602,87.209543
1382,2020-09-04 20:07:03,2020-04-27 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1040,1040,1,55,5,330.05,24.754,120,0,78,,,,,,,,,,,,7,1,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,104.268278,133.42333
1409,2020-09-04 20:07:03,2020-04-28 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1044,1044,-6,49,5,331.32,24.754,121,0,78,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,118.866321,133.42333
1436,2020-09-04 20:07:03,2020-04-29 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1057,1057,-1,48,7,335.45,24.754,123,0,78,,,,,,,,,,,,13,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,100.014981,133.42333
1463,2020-09-04 20:07:03,2020-04-30 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1070,1070,-2,46,6,339.57,24.754,123,0,78,,,,,,,,,,,,13,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,88.703102,133.42333
1490,2020-09-04 20:07:03,2020-05-01 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1078,1078,-3,43,5,342.11,24.754,123,0,78,,,,,,,,,,,,8,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,81.278446,268.590806
1516,2020-09-04 20:07:03,2020-05-02 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1092,1092,-5,38,4,346.56,25.071,129,0,79,,,,,,,,,,,,14,1,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,71.033495,272.056589
1540,2020-09-04 20:07:03,2020-05-03 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1097,1097,-3,35,4,348.14,25.071,130,0,79,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,69.987025,272.056589
1565,2020-09-04 20:07:03,2020-05-04 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1102,1102,1,36,4,349.73,25.071,130,0,79,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,83.127113,272.056589
1592,2020-09-04 20:07:03,2020-05-05 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1104,1104,-1,35,3,350.36,25.389,131,0,80,,,,,,,,,,,,2,1,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,110.792581,136.889256
1619,2020-09-04 20:07:03,2020-05-06 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1107,1107,-1,34,5,351.32,25.389,131,0,80,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,130.55497,136.889256
1645,2020-09-04 20:07:03,2020-05-07 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1115,1115,-4,30,5,353.86,25.389,134,0,80,,,,,,,,,,,,8,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,166.273961,275.522371
1671,2020-09-04 20:07:03,2020-05-08 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1117,1117,0,30,5,354.49,25.706,134,0,81,,,,,,,,,,,,2,1,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,191.823264,138.622216
1697,2020-09-04 20:07:03,2020-05-09 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1121,1121,0,30,5,355.76,26.023,134,0,82,,,,,,,,,,,,4,1,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,202.740613,92.986483
1719,2020-09-04 20:07:03,2020-05-10 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1126,1126,-4,26,4,357.35,26.341,137,0,83,,,,,,,,,,,,5,1,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,175.644098,94.14186
1742,2020-09-04 20:07:03,2020-05-11 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1129,1129,0,26,5,358.3,26.341,137,0,83,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,176.116714,94.14186
1769,2020-09-04 20:07:03,2020-05-12 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1138,1138,0,26,6,361.16,26.341,138,0,83,,,,,,,,,,,,9,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,169.73982,94.14186
1794,2020-09-04 20:07:03,2020-05-13 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1141,1141,-1,25,5,362.11,26.658,139,0,84,,,,,,,,,,,,3,1,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,163.027853,95.297234
1820,2020-09-04 20:07:03,2020-05-14 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1143,1143,-5,20,5,362.74,26.658,142,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,178.322252,143.82108
1846,2020-09-04 20:07:03,2020-05-15 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1145,1145,-1,19,5,363.38,26.658,143,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,207.118489,289.385489
1870,2020-09-04 20:07:03,2020-05-16 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1146,1146,-1,18,5,363.69,26.658,143,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,231.894189,289.385489
1890,2020-09-04 20:07:03,2020-05-17 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1147,1147,-1,17,4,364.01,26.658,144,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,439.953644,289.385489
1912,2020-09-04 20:07:03,2020-05-18 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1147,1147,-1,16,4,364.01,26.658,144,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,660.798797,
1937,2020-09-04 20:07:03,2020-05-19 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1147,1147,-1,15,4,364.01,26.658,144,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,992.065893,
1964,2020-09-04 20:07:03,2020-05-20 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1152,1152,-3,12,4,365.6,26.658,144,0,84,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,568.62648,
1989,2020-09-04 20:07:03,2020-05-21 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1152,1152,-1,11,3,365.6,26.658,146,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,663.686917,
2012,2020-09-04 20:07:03,2020-05-22 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1152,1152,0,11,3,365.6,26.658,146,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,796.771428,
2033,2020-09-04 20:07:03,2020-05-23 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1154,1154,-1,10,3,366.23,26.658,146,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,569.616694,
2053,2020-09-04 20:07:03,2020-05-24 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1155,1155,-1,9,3,366.55,26.658,147,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,498.630746,
2075,2020-09-04 20:07:03,2020-05-25 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1156,1156,-1,8,3,366.87,26.658,148,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,999.863807,
2100,2020-09-04 20:07:03,2020-05-26 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1156,1156,-1,7,3,366.87,26.658,148,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,999.863807,
2127,2020-09-04 20:07:03,2020-05-27 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1157,1157,0,7,3,367.19,26.658,148,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,800.237169,
2153,2020-09-04 20:07:03,2020-05-28 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1158,1158,0,7,3,367.5,26.658,149,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,1001.596677,
2180,2020-09-04 20:07:03,2020-05-29 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1159,1159,0,7,3,367.82,26.658,149,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,1002.463111,
2204,2020-09-04 20:07:03,2020-05-30 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1159,1159,-2,5,3,367.82,26.658,150,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,1337.195687,
2223,2020-09-04 20:07:03,2020-05-31 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1159,1159,0,5,3,367.82,26.658,150,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,1337.195687,
2243,2020-09-04 20:07:03,2020-06-01 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1159,1159,0,5,3,367.82,26.658,150,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,2006.660589,
2264,2020-09-04 20:07:03,2020-06-02 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1161,1161,0,5,3,368.45,26.658,150,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,1339.506179,
2290,2020-09-04 20:07:03,2020-06-03 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1162,1162,0,5,3,368.77,26.658,150,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,1340.661425,
2315,2020-09-04 20:07:03,2020-06-04 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1164,1164,-1,4,3,369.41,26.658,150,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,805.089207,
2339,2020-09-04 20:07:03,2020-06-05 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1166,1166,1,5,2,370.04,26.658,150,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,575.557973,
